"tipo_lista";"nome_lista";"numero";"nome_incantesimo";"tipologia";"descrizione";"note_lista"
"Liste aperte di incantesimi dell'Essenza";"FORMULE DI PASSAGGIO";"10";"ANNULLAMENTO PORTA";"F";"Vaporizza una porta non magica alta fino a 3 metri, larga altrettanto e di 15 cm di spessore (se lo spessore è maggiore, ne vaporizza solo 15 cm). Per le porte di materiali speciali, si dovrà ricorrere ad un Tiro Resistenza";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"1";"RAGGIO LUCE";"F";"Un fascio di luce lungo 15 m (simile a quello di una torcia elettrica) viene proiettato lal palmo della mano del personaggio, il quale pur attivarlo o disattivarlo semplicemente aprendo o chiu dendo la mano. DISCORSO I (P): Il soggetto può comunicare semplici concetti (fame, sete, pace, dov'è il bagno?, ecc.) in unalingua specifica, con qualcuno che non sia più distante LUCE (F): Illumina una zonadi 3 metri di raggio ntorno al punto toccato dal personaggio. Laluce pro lotta h ala stessa intensità di una torcia. Se il punto s trova su un essere o un oggetto in movimento, la zonaluminata si sposta insieme ad esso UIETE (F): Creaattornoalsoggettosulqualeèstat lanciato l'incantesimo una barriera invisibile di 30 cm di raggio, dentro e fuori la quale non può passare alcun suono. Il centro della zona corrisponde alla posizione del soggetto e si sposta insieme ad esso. BALENO (F): Crea una zonadi luce intensa, di 3 m di raggio. Tutti coloro che si trovano all'interno della zonadevono ricorrere ad un TR. Se falliscono restano storditi per 1 round/ 5 punti fallimento del TR.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"2";"DISCORSO I";"P";"Il soggetto può comunicare semplici concetti (fame, sete, pace, dov'è il bagno?, ecc.) in una lingua specifica, con qualcuno che non sia più distante di 33 metri.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"3";"LUCE";"F";"Illumina una zona di 3 metri di raggio intorno al punto toccato dal personaggio. La luce prodotta ha la stessa intensità di una torcia. Se il punto si trova su un essere o un oggetto in movimento, la zona illuminata si sposta insieme ad esso.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"4";"QUIETE";"F";"Crea attorno al soggetto sul quale è stato lanciato l'incantesimo una barriera invisibile di 30 cm di raggio, dentro e fuori la quale non può passare alcun suono. Il centro della zona corrisponde alla posizione del soggetto e si sposta insieme ad esso.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"5";"BALENO";"F";"Crea una zona di luce intensa, di 3 m di raggio. Tutti coloro che si trovano all'interno della zona devono ricorrere ad un TR. Se falliscono restano storditi per 1 round/5 punti fallimento del TR.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"6";"DISCORSOII";"P";"Come Discorso I, ma il personaggio è in grado di comunicare concetti complessi, anche se esistono sempre buone probabilità di incomprensione.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"7";"LAMPO";"F";"Un dardo di luce concentrata saettadalla mano del personaggio. I risultati si determinano in base alla Tabellad'attacco ""dardo"".";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"8";"SILENZIO";"F";"Come Quiete, ma il raggio delimitatadalla barriera invisibile è di 3 metri.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"9";"ILLUMINAZIONE";"F";"Come Luce, malaluminosità prodotta hala stessa intensità dellaluce del giorno. Questo incantesimo annullale tenebre create con la magia.";""
"Liste aperte di incantesimi del Flusso";"FORMULE SENSORIE";"10";"LUCE DIFFERITA";"F";"Come Luce, ma gli effetti posson o essere ritardati per un tempo equivalente a 24h/ -VL, oppure fino al passaggio di un certo essere, alla pronunciadi una particolare parola, ecc.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"1";"RAGGIO LUCE";"F";"Un raggio di luce lungo 15 m (simile a quello di una torcia elettrica) viene proiettato lal palmo del personaggio, il quale può attivarlo o lisattivarlo aprendo e chiudendo la mano";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"2";"LAMPO";"E";"Nn dardo di luce pura e intensa saetta dalla mano del personaggio. I risultati si determinano in base alla Tabella d'attacco ""Dardo"" 3LUCE I (F): Illumina una zona di 3 metri di raggio intorno al punto toccato dal personaggio:";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"3";"LUCE I";"F";"Illumina una zona di 3 metri di raggio intorno al punto toccato dal personaggio.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"4";"PENOMBRA";"F";"Le ombre in una zona entro 33 metri dal punto prescelto dal personaggio, diventano ancora più cupe. Aggiungete +25 al bonus dell'abilità di Nascondersi.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"5";"BALENO";"F";"Crea un lampo di luce molto intensa, di 3 metri di raggio. Tutti coloro che sono nella zona restano Storditi per 1 round/5 punti di fallimento del TR.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"6";"BUIO";"F";"Come Luce, ma entro un raggio di 3 metri, si creano delle tenebre equivalenti a quelle di una notte buia e priva di luna.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"7";"LUCE V";"F";"Come sopra, ma la zona illuminata può arrivare a 15 m di raggio (le dimensioni possono essere modificate con 1 round di concentrazione).";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"8";"LAMPO";"E";"Come sopra, ma il raggio d'azione è di 100 metri.";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"9";"BUIO";"F";"Come sopra, ma il raggio delle tenebre può arrivare a 15 m (ed essere come per Luce V).";""
"Liste di incantesimi dei Maghi";"FOTOMANZIA";"10";"FULMINE";"E";"Come Lampo, ma il personaggio scaglia un veroepropriodardo elettrico. I risultati si determinano in base alla Tabella d'attacco ""Dardo"".";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"1";"CORDA MAGICA";"F";"Se il personaggio impugna il capo di una corda può farla spostare fino al massimo della sua lunghezza (purché entro il raggio d'azione dell'incantesimo) in qualunque direzione e farla annodare a qualcosa (la corda però, non può attaccare né annodarsi ad esseri attivi o in movimento).";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"2";"SMOTTAMENTO";"F";"Sbriciola 3 metri cubi di terra alla consistenza di terreno arato.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"3";"POLVERIZZA";"F";"Frantuma una pietra o una porzione di pietra (delle dimensioni massime di 6x6x6 cm), riducendola in polvere. E' efficace sulle pietre non incantate e sulle gemme. In caso di Tiro Manovra favorevole può polverizzare anche le pietre scagliate da fionde.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"4";"MURO";"E";"Crea una massa di terra battuta delle dimensioni massime di 3x3x0.3 m (1malla base e 0,3 m in cima). Deve poggiare su una superficie solida. Può essere rimossa da un singolo uomo, scavando a partire della sommità, in 10 Round di lavoro.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"5";"FRATTURA";"F";"Estende fino ai limiti massimi una fessura od una crepa già esistente in un blocco di materiainanimata.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"6";"VALLO";"E";"Come Muro, ma crea un muro di pietra di 3x3x0,3 metri, con la durezza della vera pietra.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"7";"PIETRA / TERRA";"F";"Riduce 3 metri cubi di pietra a terra battuta. La trasformazione è graduale e si completa nel giro di 3 round.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"8";"GRANDE MURO";"E";"Come Muro, ma la durata è permanente.";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"9";"TERRA/FANGO";"F";"Come Pietra/Terra, ma trasforna la terra battuta in morbido fango";""
"Liste di incantesimi dei Maghi";"GEOMANZIA";"10";"TERRA/PIETRA";"F";"Come Pietra/Terra, ma trasforma la terra battuta in pietra solida e la terra smossa in ghiaia";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"1";"CONDENSAZIONE";"F";"Condensa 3 litri di acqua dall'aria circostante, che sarà disponibile in forma liquida e raccoglibile in un recipiente. Per completare il processo occorrono 1 round nelle zone più umide, e 10 min. nei deserti più arid:";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"2";"FOSCHIA";"F";"Crea una fitta nebbia che avvolge tutt la zona d'efficacia dell'incantesimo. La nebbia oscura la visuale e sottrae 50 punti a tutti gli attacchi a distanza che laattraversano.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"3";"MURO LIQUIDO";"E";"Crea una parete d'acqua di 3x3x0,3 metri. Per attraversarla occorre un Tiro di Manovra in Movimento, con una penalità di -40. Gli attacchi che la attraversano subiscono una penalità di -80. La parete deve poggiare su una superficie solida o liquida. 4 ACQUADARDO: Un proiettile d'acqua saetta dalla mano del mago. I risultati si determinano in base alla Tabella d'attacco ""Dardo"".";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"4";"ACQUADARDO";"E";"Un proiettile d'acqua saetta dalla mano del mago. I risultati si determinano in base alla Tabella d'attacco ""Dardo"".";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"5";"SCHIARITA";"F";"Disperde la nebbia nel raggio d'azione indicato.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"6";"BONACCIA";"F";"Calma le acque entro il raggio d'azione. Le onde vengono abbassate di 6 mal centro del raggio di azione e sempre di meno ai bordi 7 VALLO LIQUIDO (É): Come Muro Liquido, ma i mago non ha bisogno di concentrarsi e la durata è di 1 Min/LVL.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"7";"VALLO LIQUIDO";"E";"Come Muro Liquido, ma il mago non ha bisogno di concentrarsi e la durata è di 1 Min/LVL.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"8";"DISTILLAZIONE";"F";"Elimina tutti i sedimenti e le sostanze disciolte in un volume d'acqua pari a 36mcubi/ LVL.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"9";"ACQUA DARDO";"E";"Come sopra, ma ha un raggio d'azione di 100 metri.";""
"Liste di incantesimi dei Maghi";"IDROMANZIA";"10";"PIOGGIA";"F";"Se ci sono nuvole in cielo, piove per tutta la durata dell'incantesimo.";""
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"1";"MIRAGGIO UDITIVO";"E";"Questa illusione crea un gruppo di suoni immobili, che si originano da un'area con un raggio max di 3 m. Può attutire i normali suoni dentro l'area, fino all'intensità di una comune conversazione.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"2";"IMPERCETTIBILITÀ";"E";"Un singolo oggetto (o essere) viene reso invisibile (1 indumento, 1 corpo nudo ecc.) per 24 ore, oppure fin quando non subisca un colpo violento (con un arma, cadendo ecc.) oppure fin quando l'oggetto (o l'essere) esegue un attacco.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"3";"MIRAGGIO";"E";"Questa illusione crea una semplice immagine o scena, in un'area non più grande di 3 metri di raggio. Inoltre può attutire la normale luminosità dell'area influenzata fino all'intensità di una candela.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"4";"INVISIBILITÀ";"E";"Come Impercettibilità, salvo che con questo incantesimo ogni cosa entro 30 cm dal soggetto che lo lancia diventa invisibile e resta tale fin quando non esce dalla zona indicata.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"5";"MIRAGGIO SENSORIO";"E";"Crea l'illusione di un odore o di un sapore in un'area di 3 metri di raggio. Può anche attutire il normale odore o sapore delle cose entro detta area.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"6";"ILLUSIONE II";"E";"Crea una semplice immagine visiva in un'area fino a 3 metri di raggio. Inoltre si può a scelta: a) Aggiungere all'illusione una caratteristica sensoria extra, cioè un suono, un odore etc. (ma, in questo caso occorre anche conoscere il corrispondente incantesimo di Miraggio). b) Se ne può raddoppiare la durata. c) Si può raddoppiare il raggio di azione. d) Si può raddoppiare l'area di efficacia.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"7";"FANTASMA I";"E";"Questa illusione crea l'immagine di un oggetto o di un essere che si sposta dove il personaggio desidera, ma solo fin quando questi mantiene la concentrazione. Se la concentrazione viene interrotta, l'immagine non svanisce, ma resta immobile (il movimento può riprendere in seguito, quando il personaggio torna a concentrarsi). Le dimensioni dell'immagine non possono essere maggiori di una sfera di 3 metri di raggio.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"8";"INVISIBILITA";"E";"Come sopra, ma influenza ogni cosa entro un raggio di 3 metri.";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"9";"ILLUSIONE III";"E";"Come Illusione II, ma possono scegliersi due delle opzioni indicate";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi dell'Essenza";"ILLUSIONI";"10";"FANTASMA II";"E";"Come Fantasma I, ma si può scegliere una delle opzioni indicate per Illusione II, oppure si possono creare e muovere due immagini (che devono essere entrambe nel campo visivo di chi lancia l'incantesimo).";"Questi incantesimi, in realtà, creano una mutazione fisica che influisce sui sensi. Non sono quindi permessi Tiri Resistenza. La realta magica dell'illusione può essere svelata solo con l'uso di altre magie (di Individuazione del magico), oppure da un Tiro Percezione."
"Liste aperte di incantesimi del Flusso";"INDAGINE";"1";"CAPTA FLUSSO";"P";"Individua qualunque oggetto c ncantesimo attivo appartenente al regno del Flusso. I! personaggio in ogni round, può concentrarsi su unadiversa zonadi 1 metro di raggio purchè entro il raggio d'azione dell'incantesimo. CAPTA ESSENZA (P): Come Capta Flusso, ma è efficace sul regno dell'Essenza. 3CAPTA IL MALE (P): Come Capta Flusso, ma individua se un essere o un oggetto è malvagio, oppure se un oggetto è stato creato dal male, oppure se è stato usato alungo da una creatura particolarmente malvagia.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"2";"CAPTA ESSENZA";"P";"Come Capta Flusso, ma è efficace sul regno dell'Essenza.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"3";"CAPTA IL MALE";"P";"Come Capta Flusso, ma individua se un essere o un oggetto è malvagio, oppure se un oggetto è stato creato dal male, oppure se è stato usato a lungo da una creatura particolarmente malvagia.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"4";"CAPTA MALEFICIO";"P";"Come Capta Flusso, ma in5 dividuale maledizioni presenti su cose o persone. INDIVIDUAZIONE (P): Indicaladistanza e ladirezione di un oggetto o un luogo specifico ben noto al personaggio o che gli sia stato descritto in modo dettagliato.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"5";"INDIVIDUAZIONE";"P";"Indica la distanza e la direzione di un oggetto o un luogo specifico ben noto al personaggio o che gli sia stato descritto in modo dettagliato.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"6";"CAPTA TRAPPOLE";"P";"Come Capta Flusso, ma conferisce al personaggio il 75% di probabilità di scoprire una trappola (le probabilità possono essere minori per alcune particolari trappole magiche).";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"7";"INDIVIDUAZIONE";"P";"Come sopra, ma il raggio d'azione è di 100 metri.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"8";"CAPTA INVISIBILE";"P";"Come Capta Flusso, ma individuale cose invisibili. Tutti gli attacchi contro una cosa invisibile in tal modo individuata subiscono una modificadi -50 (l'attacco sarebbe stato altrimenti impossibile).";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"9";"INDIVIDUAZIONE";"P";"Come sopra, ma il raggio d'azione è di 170 metri.";""
"Liste aperte di incantesimi del Flusso";"INDAGINE";"10";"ANALISI MALEFICIO";"I";"Il personaggio può determinare la natura e le origini di una maledizione, compresal'identità di chi l'ha imposta.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"1";"VIBRAZIONI";"F";"Fa vibrare rapidamente un oggetto (fino a 2,5 Kg. di peso); se si tratta di un oggetto fragile, può rompersi (eseguite un TR). Se è un oggetto impugnato da qualcuno, chi lo tiene in mano deve effettuare (ogni round) un TR. Se fallisce, l'oggetto gli cade di mano.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"2";"SCUDO";"F*";"Crea un campo di forza invisibile davanti al mago. Sottrae 25 punti agli attacchi in mischia e agli attacchi a distanza. In pratica, questo incantesimo crea un vero e proprio scudo magico che il personaggio può impugnare se non ne sta già usando un altro.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"3";"PRESSIONE";"F";"Esercita 2,5 Kg. di pressione su una persona o un oggetto. L'incantesimo non può essere usato per spostare un oggetto, ma per immobilizzarlo se si tratta di un oggetto inanimato; la pressione può essere esercitata in una sola direzione.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"4";"TELECINESI";"F";"Un oggetto (fino a 2,5 Kg. di peso) può essere spostato di 30 cm al secondo, a velocità costante. Gli esseri viventi o gli oggetti in contatto con un essere vivente (cioè indossato o posseduto da questi) possono effettuare un TR, con i parametri dell'essere vivente. Se il personaggio che ha lanciato l'incantesimo smette di concentrarsi prima che ne siano esauriti gli effetti, l'oggetto si blocca, come se fosse sottoposto all'incantesimo Pressione.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"5";"DEFLESSIONE";"F*";"Chi lancia l'incantesimo può deviare una freccia o qualsiasi altra arma lanciata (anche un sasso) che passi a meno di 33 metri da lui, infliggendo una penalità di 100 al ""Tiro per Colpire"".";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"6";"VIBRAZIONI";"F";"Come sopra, con un limite massimo di 25 Kg. di peso.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"7";"DEVIA LAMA";"P*";"Come Deflessione, eccetto che devia un attacco in mischia.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"8";"PRESSIONE";"F";"Come sopra, con un limite massimo di 25 Kg.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"9";"TELECINESI";"F";"Come sopra, con un limite massimo di 25 Kg.";""
"Liste aperte di incantesimi dell'Essenza";"MANIPOLAZIONE";"10";"MIRA";"F*";"Concentrandosi sulla mente di colui che scaglia un proiettile e sulla traiettoria dello stesso, chi lancia l'incantesimo conferisce un bonus di +50 al Tiro per Colpire con il proiettile. Chi lancia l'incantesimo deve concentrarsi, toccare chi scaglia il proiettile e osservare il proiettile per tutto il round in cui è scagliato.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"1";"VIA RAMO";"F";"Consente al personaggio di camminare sui rami degli alberi (in grado di reggere il suo peso), con la stessa sicurezza come se fosse sul terreno.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"2";"VIA ACQUA";"F";"Consente al personaggio di camminare sull'acqua (alla velocità massimadi 15m/round) come se fosse terreno asciutto. Se l'acqua è agitata possono rendersinecessari dei Tiri Manovra.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"3";"NUOTO";"F";"Consente al soggetto dinuotare senza stancarsi, né spendere energie.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"4";"VIA SABBIA";"F";"Come Via Ramo, ma il personaggio puòcorreresulla sabbia.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"5";"FUSIONEORGANICA";"F";"Consentealpersonaggio di immergersi fino a 30 cmall'interno di una materia organica (cioè, almenoparte del suocorpodeve essere a 30 cm dalla superficie della materia). E inattivo, ma consapevole di ciò che accade intorno alui. Non può nuoversi, ma è libero di riemergere quando vuole CORSARAMO (F): Come Vi aRamo, ma il personag. zopuòcorreresuirami";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"6";"CORSA RAMO";"F";"Come Via Ramo, ma il personaggio può correre sui rami.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"7";"CORSA PIETRA";"F";"Come Via Ramo, ma il personag gio può correre su superfici di pietra, fino alla pendenzadi 75°.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"8";"CORSA ACQUA";"F";"Come Via Acqua, ma il personaggio può correre sull'acqua.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"9";"VIA VENTO";"F";"Consente al personaggio di ""camminare"" su un flusso d'aria (ad es. il vento), ad un'altezza costante. Se esistono turbolenze nell'aria, possono rendersinecessari dei Tiri Manovra.";""
"Liste aperte di incantesimi del Flusso";"MOTI NATURALI";"10";"TORPEDINE";"F*";"Come Nuoto, ma il personaggio può • nuotare alla stessa velocità con cui corre sulla terraferma.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"1";"PACE I";"F";"Il soggetto non può intraprendere azion aggressive o offensive ecombattesoloperdifendersi";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"2";"PACE II";"F";"Come sopra, ma colpisce 2 soggetti. En- & trambi devono essere nel campo visivo del personaggio che stalanciando l'incantesimo.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"3";"BLOCCO";"F";"Il personaggio, fin quando si concentra, può ""trattenere"" magicamente un altro essere, riducenPACE A VISTA (F): Come pace I, ma il raggio d'azione";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"4";"PACE A VISTA";"F";"Come Pace I, ma il raggio d'azione è di 33 metri.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"5";"STORDIMENTO";"F*";"Il personaggio punta il braccio e dal suo pugno chiuso si scarica un raggio di energia pura, di origine divina, che colpisce la vittimala quale resta stordita per 1 round / 10 punti di fallimento del TR.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"6";"PACE III";"F";"Come Pace II, ma può colpire 3 soggetti.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"7";"PACE IV";"F";"Come Pace II, ma può colpire 4 soggetti.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"8";"SONNO";"F";"Come Stordimento, mala vittima cade profondamente addormentata per 1 round/ 10 punti di fallimento del TR.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"9";"PACE V";"F";"Come Pace Il, ma può colpire 5 soggetti.";""
"Liste aperte di incantesimi del Flusso";"PACIFICAZIONE";"10";"CECITA";"F*";"comeStordimento, mala vittimaresta accecata per 10 min./10 punti di fallimento del TR.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"1";"FAMILIARE";"P";"Grazie a questo incantesimo il personaggio può entrare in sintonia con un piccolo animale (che diventerà il suo ""familiare""). Il personaggio deve anzitutto procurarsi l'animale (che non può avere una massa maggiore del 10% della sua) e lanciare su di esso l'incantesimo, una volta al giorno, per una settimana (concentrandosi per 2 ore al giorno). Assume in tal modo, il pieno controllo dell'animale. Inoltre, concentrandosi su di lui potrà percepire il mondo attraverso i sensi dell'animale (l'animale potrà essere al massimo a 15 m dal personaggio). Se l'animale verrà ucciso, tutte le azioni del personaggio subiranno una penalità di -25 per 2 settimane.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"2";"PRESENZA";"P*";"Il personaggio, concentrandosi, diventa ""consapevole"" della presenza di tutti gli esseri senzienti e pensanti nel raggio di 3 metri, cioè può conoscerne la posizione anche se questi sono nascosti o invisibili. Può inoltre stabilire quali di essi siano esseri intelligenti e quali siano animali.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"3";"ASCOLTO";"A";"Il personaggio si concentra su di un punto specifico che non sia più distante di 3 metri da lui. A questo punto, può udire tutti i suoni e i rumori come se vi si trovasse realmente, anche se tra lui e il punto prescelto vi è un ostacolo, come ad es. un muro. Fino al termine degli effetti dell'incantesimo, il PG che lo ha lanciato può interrompere in ogni momento la concentrazione per riprenderla in seguito.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"4";"PRESENZA III";"P*";"Come Presenza I, ma la zona in cui l'incantesimo è efficace ha un raggio di 10 metri.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"5";"ASCOLTO REMOTO";"A";"Come Ascolto, ma il punto su cui il PG si concentra, può essere spostato (alla velocità di 3 metri a round) fino a 33 metri dal personaggio, solo se questi ha la capacità fisica di potersi spostare nel luogo in cui intende dirigere il punto (es. non può spostarlo attraverso pareti o porte chiuse).";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"6";"SORVEGLIANZA";"A";"Come Ascolto, ma il personaggio può vedere tutto intorno a lui come se si trovasse realmente nel punto sul quale si sta concentrando.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"7";"VISIONE REMOTA";"A";"Come Ascolto Remoto, ma il personaggio può anche vedere tutto intorno a lui.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"8";"OSSERVAZIONE";"A";"Come Ascolto e Sorveglianza, ma il personaggio può sia sentire che vedere, fino a 33 metri di distanza.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"9";"PRESENZA V";"P*";"Come Presenza I, ma la zona di efficacia ha un raggio di 15 metri.";""
"Liste aperte di incantesimi dell'Essenza";"PERCEZIONE DELL'ESSENZA";"10";"TELEPATIA";"P";"Il personaggio può ""leggere"" i pensieri superficiali della persona fatta oggetto dell'incantesimo. Inoltre, se il Tiro Resistenza del bersaglio è superiore di 25 punti al necessario per resistere, la vittima si accorge di essere esaminata.";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"1";"EBOLLIZIONE";"F";"Un qualsiasi liquido può essere portato a temperatura di ebollizione (33 d m cubi/LVL) al ritmo di 33 dm cubi/Rd di concentrazione. Nessun fluido vivente può essere così riscaldato";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"2";"RISCALDAMENTO";"F";"Un qualsiasi materiale solido, inanimato e non metallico (33 dm cubi/LVL) può essere riscaldato fino alla temperatura di 40°C, al ritmo di 33 dm cubi/Rd di concentrazione.";""
