"Categoria";"Nome";"Livello";"quantita";"velocità movimento";"VM_movimento_base";"VM_bonus_MM";"velocità_attacco";"VA_bonus_inziativa";"punti_ferita";"tipo_armatura";"bonus_difensivo";"Attacco_uno";"Attacco_uno_BO";"Attacco_due";"Attacco_due_BO";"attacco_speciale";"Dimensioni_animale";"critico_animale";"Note"
"Razze giganti";"Olog-hai piccolo";"9";"46027";"(ME) Medio";"15m";"+10";"(ME) Medio";"+0";"250";"cuoio rinforzato";"50";"(BO) Botta";"120";"(UR) Urto";"80";"(sp)";"grande";"grandi";"Media intelligenza"
"Razze giganti";"Olog-hai grande";"15";"46027";"(VE) Veloce";"30m";"+30";"(MV) Med. veloce";"+20";"270";"corazza piastre";"45";"(BO) Botta";"160";"(UR) Urto";"100";"(sp)";"enorme";"grandi";"Astuto"
"Razze giganti";"Troll di caverna";"12";"46027";"(ME) Medio";"15m";"+10";"(ME) Medio";"+0";"220";"cuoio rinforzato";"25";"(AR) Artigli/Unghie";"100";"(BO) Botta";"85";"(sp)";"enorme";"grandi";"Scaglia pietre 80 (G)"
"Razze giganti";"Troll di collina";"10";"46027";"(LE) Lento";"7,5m";"+5";"(ME) Medio";"+0";"175";"cuoio rinforzato";"20";"(UR) Urto";"95";"(BO) Botta";"50";"(sp)";"grande";"grandi";"Scaglia pietre 60 (G)"
"Razze giganti";"Troll di foresta";"6";"46028";"(MV) Med. veloce";"22,5m";"+20";"(ME) Medio";"+0";"150";"cuoio rinforzato";"10";"(AR) Artigli/Unghie";"70";"(BO) Botta";"40";"(sp)";"grande";"grandi";"Scaglia pietre 50 (M)"
"Razze giganti";"Troll di montagna";"11";"46024";"(ME) Medio";"15m";"+10";"(ME) Medio";"+0";"240";"cuoio rinforzato";"40";"(UR) Urto";"100";"(BO) Botta";"110";"(sp)";"grande";"grandi";"Scaglia pietre 100 (G)"
"Razze giganti";"Troll della neve";"13";"46024";"(ME) Medio";"15m";"+10";"(ME) Medio";"+0";"180";"cuoio rinforzato";"30";"(AR) Artigli/Unghie";"105";"(BO) Botta";"70";"(sp)";"enorme";"grandi";"Scaglia pietre 80 (G)"
"Razze giganti";"Troll di pietra";"7";"46028";"(LE) Lento";"7,5m";"+5";"(ME) Medio";"+0";"150";"cuoio rinforzato";"15";"(UR) Urto";"80";"(BO) Botta";"40";"(sp)";"grande";"grandi";"Scaglia pietre 60 (G)"
"Pûkel (Creature animate)";"Colbran";"18";"46024";"(VC) Molto veloce";"37,5m";"+40";"(VE) Veloce";"+40";"200";"corazza maglie";"70";"(UR) Urto";"150";"";"";"(sp)";"grande";"grandi";"Forma umana, magia"
"Pûkel (Creature animate)";"Guardiano silente";"35";"46024";"";"";"";"";"";"350";"corazza piastre";"40";"(sp) Speciale";"";"";"";"(sp)";"enorme";"enormi";"Figura di roccia magica"
"Pûkel (Creature animate)";"Hurndaen";"26";"46059";"(ME) Medio";"15m";"+10";"(ME) Medio";"+0";"200";"corazza piastre";"30";"(PR) Immobilizzare/Afferrare/Avviluppare/Inghiottire";"100";"(IM) Stritolamento";"150";"";"enorme";"grandi";"Forma umana metallica"
"Pûkel (Creature animate)";"Hurnkennec";"8";"46032";"(MV) Med. veloce";"22,5m";"+20";"(ME) Medio";"+0";"130";"corazza piastre";"40";"(CH) Chele/Becco";"80";"(CO) Corna/Zanne";"65";"";"medio";"normale";"Ragno metallico"
"Pûkel (Creature animate)";"Mendaen";"10";"46032";"(LE) Lento";"7,5m";"+5";"(ME) Medio";"+0";"150";"corazza maglie";"20";"(PR) Immobilizzare/Afferrare/Avviluppare/Inghiottire";"80";"(IM) Stritolamento";"120";"";"grande";"grandi";"Forma umana di roccia"
"Pûkel (Creature animate)";"Mensharag";"5";"46032";"(MV) Med. veloce";"22,5m";"+20";"(MV) Med. veloce";"+20";"80";"corazza maglie";"30";"(AR) Artigli/Unghie";"60";"(UR) Urto";"50";"";"grande";"normale";"Lucertola di roccia"
"Pûkel (Creature animate)";"Uomo Pûkel";"15";"46027";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"150";"corazza maglie";"25";"(BO) Botta";"90";"(UR) Urto";"60";"(sp)";"medio";"grandi";"Silente, uomo di roccia"
"Ragni e insetti giganti";"Hummerhorn";"3";"46042";"(VC) Molto veloce";"37,5m";"+40";"(VE) Veloce";"+40";"35";"nessuna armatura";"50";"(PU) Pungiglioni";"50";"";"";"";"piccolo";"normale";"Ape giganti, aggressivo"
"Ragni e insetti giganti";"Ragno gigante inferiore";"5";"46042";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"50";"corazza maglie";"20";"(CH) Chele/Becco";"60";"(PU) Pungiglioni";"60";"(sp)";"medio";"normale";"Aggressivo, veleno"
"Ragni e insetti giganti";"Ragno gigante minore";"8";"46032";"(MV) Med. veloce";"22,5m";"+20";"(VE) Veloce";"+40";"160";"cuoio morbido";"40";"(CH) Chele/Becco";"70";"(PU) Pungiglioni";"75";"(sp)";"grande";"normale";"Veleno, ragnatela"
"Ragni e insetti giganti";"Ragno gigante maggiore";"20";"1";"(VE) Veloce";"30m";"+30";"(VC) Molto veloce";"+60";"350";"cuoio rinforzato";"60";"(CH) Chele/Becco";"120";"(CO) Corna/Zanne";"90";"(sp)";"enorme";"grandi";"Magia, veleno"
"Ragni e insetti giganti";"Ragno Re, scavatore";"3";"1";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"55";"corazza maglie";"20";"(CH) Chele/Becco";"40";"";"";"(sp)";"medio";"normale";"Intrappola in buche"
"Non Morti";"Candela dei morti";"7";"1";"";"";"";"";"";"";"nessuna armatura";"30";"(sp) Illusione";"";"(sp) Stordimento";"";"";"piccolissimo";"normale";"Crudele, Risucchia 4 CO/r"
"Non Morti";"Demone di sabbia";"3";"1";"(VE) Veloce";"30m";"+30";"(VE) Veloce";"+40";"75";"nessuna armatura";"10";"(sp) Vento";"";"(sp) Sabbia";"";"(sp)";"grande";"grandi";"Ostile, tempesta"
"Non Morti";"Fantasma inferiore (II)";"5";"1";"(VE) Veloce";"30m";"+30";"(VE) Veloce";"+40";"100";"nessuna armatura";"30";"(UR) Urto";"60";"(BO) Botta";"50";"(sp)";"medio";"grandi";"Ostile, Risucchia 3 CO/r"
"Non Morti";"Fantasma minore (IV)";"10";"1";"(VE) Veloce";"30m";"+30";"(VE) Veloce";"+40";"125";"nessuna armatura";"40";"(BO) Botta";"95";"(UR) Urto";"80";"(sp)";"grande";"grandi";"Ostile, Risucchia 4 CO/r"
"Non Morti";"Fantasma superiore (V)";"15";"1";"(VC) Molto veloce";"37,5m";"+40";"(VC) Molto veloce";"+60";"165";"nessuna armatura";"50";"(BO) Botta";"110";"(UR) Urto";"90";"(sp)";"grande";"grandi";"Ostile, Risucchia 5 CO/r"
"Non Morti";"Fantasma maggiore (VI)";"25";"1";"(VC) Molto veloce";"37,5m";"+40";"(VC) Molto veloce";"+60";"175";"nessuna armatura";"60";"(BO) Botta";"170";"(UR) Urto";"130";"(sp)";"enorme";"enormi";"Ostile, Risucchia 6 CO/r"
"Non Morti";"Ghoul inferiore (I)";"1";"46032";"(LE) Lento";"7,5m";"+5";"(MV) Med. veloce";"+20";"25";"cuoio morbido";"10";"(UR) Urto";"25";"(AR) Artigli/Unghie";"30";"";"piccolo";"normale";"Protettivo, infetto"
"Non Morti";"Ghoul maggiore (II)";"3";"46027";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"50";"cuoio morbido";"10";"(BO) Botta";"45";"(AR) Artigli/Unghie";"50";"";"piccolo";"normale";"Protettivo, infetto"
"Non Morti";"Lanterna dei morti";"10";"1";"";"";"";"";"";"";"nessuna armatura";"40";"(sp) Illusione";"";"(sp) Stordimento";"";"";"piccolissimo";"normale";"Crudele, Risucchia 5 CO/r"
"Non Morti";"Lesina, Ghoul del deserto";"2";"46032";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"50";"nessuna armatura";"20";"(UR) Urto";"80";"(MO) Morso";"30";"";"medio";"normale";"Ostile"
"Non Morti";"Lich (VI)";"20";"1";"(LE) Lento";"7,5m";"+5";"(MV) Med. veloce";"+20";"150";"corazza piastre";"75";"(AR) Artigli/Unghie";"70";"(sp) incantesimo";"";"(sp)";"grande";"grandi";"Crudele, magia"
"Non Morti";"Lich sovrano (VI)";"35";"1";"(LE) Lento";"7,5m";"+5";"(MV) Med. veloce";"+20";"450";"corazza piastre";"75";"(AR) Artigli/Unghie";"180";"(sp) incantesimo";"";"(sp)";"enorme";"enormi";"Crudele, magia"
"Non Morti";"Mewlip, Spirito delle paludi";"4";"46073";"(VE) Veloce";"30m";"+30";"(ME) Medio";"+0";"60";"nessuna armatura";"35";"(BO) Botta";"50";"(MO) Morso";"75";"(sp)";"medio";"normale";"Malvagio, forma umana"
"Non Morti";"Non Morto (Classe I)";"1";"46032";"(LE) Lento";"7,5m";"+5";"(ME) Medio";"+0";"25";"nessuna armatura";"10";"(AR) Artigli/Unghie";"25";"(BO) Botta";"20";"";"medio";"normale";"Berseker, servo"
"Non Morti";"Non Morto (Classe II)";"3";"46027";"(LE) Lento";"7,5m";"+5";"(MV) Med. veloce";"+20";"50";"nessuna armatura";"20";"(AR) Artigli/Unghie";"40";"(BO) Botta";"30";"";"medio";"normale";"Berseker, servo"
"Non Morti";"Non Morto (Classe III)";"7";"1";"(LE) Lento";"7,5m";"+5";"(MV) Med. veloce";"+20";"100";"nessuna armatura";"30";"(AR) Artigli/Unghie";"60";"(BO) Botta";"50";"";"medio";"normale";"Berseker, servo"
"Non Morti";"Non Morto (Classe IV)";"10";"1";"(ME) Medio";"15m";"+10";"(VE) Veloce";"+40";"135";"nessuna armatura";"40";"(AR) Artigli/Unghie";"95";"(BO) Botta";"70";"";"medio";"normale";"Berseker, servo"
"Non Morti";"Non Morto (Classe V)";"15";"1";"(ME) Medio";"15m";"+10";"(VE) Veloce";"+40";"165";"nessuna armatura";"40";"(AR) Artigli/Unghie";"110";"(BO) Botta";"90";"";"grande";"grandi";"Berseker, servo"
"Non Morti";"Non Morto (Classe VI)";"20";"1";"(ME) Medio";"15m";"+10";"(VE) Veloce";"+40";"200";"nessuna armatura";"40";"(AR) Artigli/Unghie";"180";"(BO) Botta";"160";"";"enorme";"grandi";"Berseker, servo"
"Non Morti";"Scheletro inferiore (I)";"1";"46073";"(LE) Lento";"7,5m";"+5";"(ME) Medio";"+0";"25";"nessuna armatura";"0";"(BO) Botta";"25";"(UR) Urto";"40";"";"medio";"normale";"Ostile"
"Non Morti";"Scheletro minore (II)";"3";"46032";"(ME) Medio";"15m";"+10";"(MV) Med. veloce";"+20";"55";"nessuna armatura";"10";"(BO) Botta";"40";"(UR) Urto";"50";"";"medio";"normale";"Ostile"
"Non Morti";"Scheletro maggiore (III)";"5";"46027";"(MV) Med. veloce";"22,5m";"+20";"(VE) Veloce";"+40";"100";"nessuna armatura";"30";"(BO) Botta";"50";"(UR) Urto";"60";"";"medio";"normale";"Ostile"
"Non Morti";"Scheletro signore (IV)";"8";"1";"(MV) Med. veloce";"22,5m";"+20";"(VC) Molto veloce";"+60";"135";"nessuna armatura";"70";"(BO) Botta";"95";"(UR) Urto";"70";"(sp)";"grande";"normale";"Ostile, Paura"
"Non Morti";"Scheletro sovrano (IV)";"10";"1";"(LE) Lento";"7,5m";"+5";"(VE) Veloce";"+40";"150";"nessuna armatura";"70";"(BO) Botta";"90";"(sp) incantesimo";"";"(sp)";"grande";"grandi";"Ostile, Paura"
"Non Morti";"Spettro inferiore (II)";"5";"1";"(VE) Veloce";"30m";"+30";"(VC) Molto veloce";"+60";"150";"nessuna armatura";"100";"(BO) Botta";"40";"(sp) dardo";"";"(sp)";"grande";"normale";"Ostile, Dardo Risucchia 8 CO/r"
"Non Morti";"Spettro minore (III)";"10";"1";"(VE) Veloce";"30m";"+30";"(VC) Molto veloce";"+60";"200";"nessuna armatura";"75";"(BO) Botta";"80";"(sp) dardo";"";"(sp)";"grande";"grandi";"Ostile, Dardo Risucchia 10 CO/r"
"Non Morti";"Spettro maggiore (V)";"15";"1";"(VC) Molto veloce";"37,5m";"+40";"(VC) Molto veloce";"+60";"250";"nessuna armatura";"50";"(BO) Botta";"100";"(sp) dardo";"";"(sp)";"grande";"grandi";"Ostile, Dardo Risucchia 12 CO/r"
"Non Morti";"Spettro dei tumuli (V)";"15";"1";"(LE) Lento";"7,5m";"+5";"(VC) Molto veloce";"+60";"165";"nessuna armatura";"75";"(BO) Botta";"100";"(UR) Urto";"90";"(sp)";"grande";"grandi";"Proteggono la loro tomba"
"Non Morti";"Stella di palude";"9";"1";"(VC) Molto veloce";"37,5m";"+40";"(VC) Molto veloce";"+60";"30";"nessuna armatura";"70";"(sp) Illusioni luce";"";"";"";"";"grande";"grandi";"Inganna, Risucchia 6 CO/r"
"Non Morti";"Ta-Fa-Lisch, Spiriti Naugrim";"7";"46032";"(MV) Med. veloce";"22,5m";"+20";"(VC) Molto veloce";"+60";"85";"nessuna armatura";"45";"(AR) Artigli/Unghie";"95";"(BO) Botta";"70";"";"grande";"normale";"Ostile, Paura lv 5"
"Elementali";"Servitore elementale (I)";"5";"1";"(MV) Med. veloce";"22,5m";"+20";"(SC) Saettante";"+80";"50";"nessuna armatura";"60";"(sp) Sfera elementale";"30";"";"";"(sp)";"grande";"grandi";"Sfera elementale"
"Elementali";"Elementale debole (II)";"8";"1";"(VE) Veloce";"30m";"+30";"(MV) Med. veloce";"+20";"80";"cuoio morbido";"40";"(MO) Morso";"80";"(sp) speciale";"";"(sp)";"grande";"grandi";"Umanoide elementale"
"Elementali";"Elementale guardiano (III)";"15";"1";"";"";"";"(MV) Med. veloce";"+20";"120";"nessuna armatura";"60";"(sp) Incantesimo";"";"";"";"(sp)";"grande";"grandi";"Colonna guardiana"
"Elementali";"Elementale forte (IV)";"15";"1";"(MV) Med. veloce";"22,5m";"+20";"(SC) Saettante";"+80";"250";"cuoio rinforzato";"30";"(MO) Morso";"100";"(sp) speciale";"";"(sp)";"grande";"grandi";"Umanoide elementale"
"Orchi";"Orco guerriero debole";"1";"1-24";"(ME) Medio";"15m";"+20";"(ME) Medio";"+5";"35";"cuoio rinforzato";"25";"taglio a 1 mano";"35";"da tiro";"30";;"medio";"normale";"Paure e incapacità: Temono la luce del sole e l'acqua corrente, specie in un corso d'acqua profondo. In pieno giorno, a causa della luce del Sole, subiscono una penalità di -60 a tutte le Attività. La penalità scende a solo -25 se si tratta di luce magica o artificiale. Resistenza: Godono di un bonus di +30 contro gli attacchi basati sul fuoco o sul calore. Abilità speciali: Gli Orchetti, creature notturne, dormono di giorno e vivono di notte. Hanno bisogno di riposare solo una volta ogni 3 giorni e possono vedere nelle tenebre come gli Elfi (per questo, vedi la descrizione degli Elfi) e fino a 3 metri nel buio più assoluto."
"Orchi";"Orco guerriero medio";"3";"1-12";"(ME) Medio";"15m";"+20";"(ME) Medio";"+5";"60";"cuoio rinforzato";"30";"taglio a 1 mano";"70";"da tiro";"45";;"medio";"normale";"Paure e incapacità: Temono la luce del sole e l'acqua corrente, specie in un corso d'acqua profondo. In pieno giorno, a causa della luce del Sole, subiscono una penalità di -60 a tutte le Attività. La penalità scende a solo -25 se si tratta di luce magica o artificiale. Resistenza: Godono di un bonus di +30 contro gli attacchi basati sul fuoco o sul calore. Abilità speciali: Gli Orchetti, creature notturne, dormono di giorno e vivono di notte. Hanno bisogno di riposare solo una volta ogni 3 giorni e possono vedere nelle tenebre come gli Elfi (per questo, vedi la descrizione degli Elfi) e fino a 3 metri nel buio più assoluto."
"Orchi";"Orco guerriero forte";"5";"1-6";"(ME) Medio";"15m";"+20";"(ME) Medio";"+5";"85";"cuoio rinforzato";"30";"taglio a 1 mano";"95";"da tiro";"65";;"medio";"normale";"Paure e incapacità: Temono la luce del sole e l'acqua corrente, specie in un corso d'acqua profondo. In pieno giorno, a causa della luce del Sole, subiscono una penalità di -60 a tutte le Attività. La penalità scende a solo -25 se si tratta di luce magica o artificiale. Resistenza: Godono di un bonus di +30 contro gli attacchi basati sul fuoco o sul calore. Abilità speciali: Gli Orchetti, creature notturne, dormono di giorno e vivono di notte. Hanno bisogno di riposare solo una volta ogni 3 giorni e possono vedere nelle tenebre come gli Elfi (per questo, vedi la descrizione degli Elfi) e fino a 3 metri nel buio più assoluto."
