Tabella,Colpo maldestro,Risultato del tiro,descrizione,note
TTM-4,Manovre di movimento,61,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,62,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,63,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,64,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,65,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,66,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,67,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,68,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,69,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,70,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,71,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,72,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,73,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,74,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,75,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,76,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,77,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,78,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,79,Scivoli (75% probabilità di cadere). Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,80,Prendi una storta ad una caviglia e subisci 5 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,81,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,82,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,83,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,84,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,85,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,86,Cadi a terra e subisci 3 Punti Ferita. -20 alle attività per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,87,Prendi una storta ad una caviglia e ti procuri uno stiramento ad un tendine. Subisci 7 Punti Ferita. -20 alle attività. Stordito per 1 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,88,Prendi una storta ad una caviglia e ti procuri uno stiramento ad un tendine. Subisci 7 Punti Ferita. -20 alle attività. Stordito per 1 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,89,Prendi una storta ad una caviglia e ti procuri uno stiramento ad un tendine. Subisci 7 Punti Ferita. -20 alle attività. Stordito per 1 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,90,Cadi e ti spezzi una gamba. Subisci 8 Punti Ferita. -30 alle attività. Resti stordito per 1 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,91,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,92,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,93,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,94,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,95,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,96,Cadi e ti rompi un polso. Subisci 12 Punti Ferita. -20 alle attività. Resti stordito per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,97,Cadi sopra il tuo braccio e lo spezzi. Subisci 14 Punti Ferita. -30 alle attività. Resti stordito per 4 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,98,Cadi sopra il tuo braccio e lo spezzi. Subisci 14 Punti Ferita. -30 alle attività. Resti stordito per 4 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,99,Cadi sopra il tuo braccio e lo spezzi. Subisci 14 Punti Ferita. -30 alle attività. Resti stordito per 4 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,100,Cercando di attutire la caduta ti spezzi le due braccia. Subisci 15 Punti Ferita. -50 alle attività. Resti stordito per 3 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,101,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,102,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,103,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,104,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,105,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,106,Cadi sopra la tua gamba e la spezzi. Subisci 15 PF e resti stordito per 3 round. -50 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,107,Prendi una ginocchiata e ti rompi il ginocchio. Subisci 10 PF e resti stordito per 4 round. -80 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,108,Prendi una ginocchiata e ti rompi il ginocchio. Subisci 10 PF e resti stordito per 4 round. -80 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,109,Prendi una ginocchiata e ti rompi il ginocchio. Subisci 10 PF e resti stordito per 4 round. -80 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,110,Prendi una botta terribile e resti in coma per un anno.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,111,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,112,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,113,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,114,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,115,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,116,Cadi a terra e ti rompi l'osso sacro. Subisci 30 PF e resti paralizzato dalla cintola in giù.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,117,Cadi e resti paralizzato dal collo in giù. Subisci 20 Punti Ferita.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,118,Cadi e resti paralizzato dal collo in giù. Subisci 20 Punti Ferita.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,119,Cadi e resti paralizzato dal collo in giù. Subisci 20 Punti Ferita.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,120,La tua caduta è davvero rovinosa! Ti spacchi la testa e passi a miglior vita.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
